ISO,intervention,value
ZMB,NC_mstRHD_ValveSurgery,10.0
ZMB,NC_mstARF_PrimaryPrevention,12.0
ZMB,NC_mstARF_SecondaryPrevention,12.0
ZMB,NC_mstARF_SecondaryPrevention,12.0
ZMB,NC_mstRHD_ValveSurgery,10.0
ZMB,NC_mstTreatPostAcuteIHDComb,5.0
ZMB,NC_mstTreatPostAcuteStrokeComb,5.0
ZMB,NC_mstEliminateTransFats,5.0
ZMB,NC_mstEliminateTransFats,5.0
ZMB,NC_mstAspirin,5.0
ZMB,NC_mstAspirin,5.0
ZMB,NC_mstAspirinAspirinAndTrombolysis,5.0
ZMB,NC_mstAspirinAspirinAndTrombolysis,5.0
ZMB,NC_mstAspirinAndClopidro,5.0
ZMB,NC_mstAspirinAndClopidro,5.0
ZMB,NC_mstPCIAndAspirinAndClopidro,5.0
ZMB,NC_mstPCIAndAspirinAndClopidro,5.0
ZMB,NC_mstTreatMechanicalTrombStroke,5.0
ZMB,NC_mstTreatMechanicalTrombStroke,5.0
ZMB,NC_mstTreatIntravTrombStroke,5.0
ZMB,NC_mstTreatIntravTrombStroke,5.0
ZMB,NC_mstTreatStrokeAcuteAspirin,5.0
ZMB,NC_mstMaxInterv,5.0
ZMB,NC_mstTreatPostAcuteIHDComb,5.0
ZMB,NC_mstTreatPostAcuteStrokeComb,5.0
ZMB,NC_mstEliminateTransFats,5.0
ZMB,NC_mstEliminateTransFats,5.0
ZMB,NC_mstAspirin,5.0
ZMB,NC_mstAspirin,5.0
ZMB,NC_mstAspirinAspirinAndTrombolysis,5.0
ZMB,NC_mstAspirinAspirinAndTrombolysis,5.0
ZMB,NC_mstAspirinAndClopidro,5.0
ZMB,NC_mstAspirinAndClopidro,5.0
ZMB,NC_mstPCIAndAspirinAndClopidro,5.0
ZMB,NC_mstPCIAndAspirinAndClopidro,5.0
ZMB,NC_mstTreatMechanicalTrombStroke,5.0
ZMB,NC_mstTreatMechanicalTrombStroke,5.0
ZMB,NC_mstTreatIntravTrombStroke,5.0
ZMB,NC_mstTreatIntravTrombStroke,5.0
ZMB,NC_mstTreatStrokeAcuteAspirin,5.0
ZMB,NC_mstMaxInterv,5.0
ZMB,NC_mstStdGlycControl,20.0
ZMB,NC_mstStdGlycControl,20.0
ZMB,NC_mstStdGlycControl,20.0
ZMB,NC_mstIntsvGlycControl,5.0
ZMB,NC_mstIntsvGlycControl,5.0
ZMB,NC_mstIntsvGlycControl,20.0
ZMB,NC_mstRetinopathyScrn,10.0
ZMB,NC_mstNeuropathyScr,10.0
ZMB,NC_mstNephropathyScr,10.0
ZMB,NC_mstStdGlycControl,20.0
ZMB,NC_mstStdGlycControl,20.0
ZMB,NC_mstStdGlycControl,20.0
ZMB,NC_mstIntsvGlycControl,5.0
ZMB,NC_mstIntsvGlycControl,5.0
ZMB,NC_mstIntsvGlycControl,20.0
ZMB,NC_mstRetinopathyScrn,10.0
ZMB,NC_mstNeuropathyScr,10.0
ZMB,NC_mstNephropathyScr,10.0
ZMB,NC_mstPalliativeCareExtensive,0.0
ZMB,NC_mstTreatPalExtensive,0.0
ZMB,NC_mstTreatPalExtensive,0.0
ZMB,NC_mstScreenMammogr2,0.0
ZMB,NC_mstScreenMammogr2,0.0
ZMB,NC_mstScreenMammogr2,0.0
ZMB,NC_mstScreenMammogr2,0.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstTrastuzamabStage0,100.0
ZMB,NC_mstTrastuzamabStage1,100.0
ZMB,NC_mstTrastuzamabStage2,100.0
ZMB,NC_mstTrastuzamabStage3,100.0
ZMB,NC_mstPalliativeCareBasic,0.0
ZMB,NC_mstTreatPalBasic,0.0
ZMB,NC_mstTreatPalBasic,0.0
ZMB,NC_mstScreenMammogr1,0.0
ZMB,NC_mstScreenMammogr1,0.0
ZMB,NC_mstScreenMammogr1,0.0
ZMB,NC_mstScreenMammogr1,0.0
ZMB,NC_mstScreeningClinclExam,0.0
ZMB,NC_mstScreeningClinclExam,0.0
ZMB,NC_mstScreeningClinclExam,0.0
ZMB,NC_mstScreeningClinclExam,0.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstVMMC,10.0
ZMB,NC_mstPalliativeCareExtensive,0.0
ZMB,NC_mstTreatPalExtensive,0.0
ZMB,NC_mstTreatPalExtensive,0.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstTreatmentStage5,100.0
ZMB,NC_mstTreatmentStage5,100.0
ZMB,NC_mstPalliativeCareBasic,0.0
ZMB,NC_mstTreatPalBasic,0.0
ZMB,NC_mstTreatPalBasic,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstPAPSmear,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstHPV_DNA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstVIA,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstPAPSmearP_HPV,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstHPV_VIA,0.0
ZMB,NC_mstVaccination,0.0
ZMB,NC_mstPalliativeCareExtensive,100.0
ZMB,NC_mstTreatPalExtensive,100.0
ZMB,NC_mstTreatPalExtensive,100.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstPalliativeCareBasic,100.0
ZMB,NC_mstTreatPalBasic,100.0
ZMB,NC_mstTreatPalBasic,100.0
ZMB,NC_mstFOBT,0.0
ZMB,NC_mstFOBT,0.0
ZMB,NC_mstFOBT,0.0
ZMB,NC_mstSigmoidoscopy,0.0
ZMB,NC_mstSigmoidoscopy,0.0
ZMB,NC_mstSigmoidoscopy,0.0
ZMB,NC_mstColonoscopy,0.0
ZMB,NC_mstColonoscopy,0.0
ZMB,NC_mstColonoscopy,0.0
ZMB,NC_mstPalliativeCareExtensive,0.0
ZMB,NC_mstTreatPalExtensive,0.0
ZMB,NC_mstTreatPalExtensive,0.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage1,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage2,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage3,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstTreatmentStage4,100.0
ZMB,NC_mstPalliativeCareBasic,0.0
ZMB,NC_mstTreatPalBasic,0.0
ZMB,NC_mstTreatPalBasic,0.0
ZMB,NC_mstFOBT,0.0
ZMB,NC_mstFOBT,0.0
ZMB,NC_mstFOBT,0.0
ZMB,NC_mstSigmoidoscopy,0.0
ZMB,NC_mstSigmoidoscopy,0.0
ZMB,NC_mstSigmoidoscopy,0.0
ZMB,NC_mstColonoscopy,0.0
ZMB,NC_mstColonoscopy,0.0
ZMB,NC_mstColonoscopy,0.0
ZMB,NC_mstAntiDeprIntensPsychNEW,5.0
ZMB,NC_mstAntiDeprIntensPsychNEW,5.0
ZMB,NC_mstAntiDeprIntensPsychNEW,5.0
ZMB,NC_mstAntiDeprIntensPsychREC,1.0
ZMB,NC_mstAntiDeprIntensPsychREC,1.0
ZMB,NC_mstAntiDeprIntensPsychREC,1.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiDeprIntensPsychNEW,5.0
ZMB,NC_mstAntiDeprIntensPsychNEW,5.0
ZMB,NC_mstAntiDeprIntensPsychNEW,5.0
ZMB,NC_mstAntiDeprIntensPsychREC,1.0
ZMB,NC_mstAntiDeprIntensPsychREC,1.0
ZMB,NC_mstAntiDeprIntensPsychREC,1.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstPerinatalPsySoc,10.0
ZMB,NC_mstPerinatalPsySoc,10.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychMild,5.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepBasicPsychModerate,10.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiDepInten,5.0
ZMB,NC_mstAntiPsychBasic,20.0
ZMB,NC_mstAntiPsychInten,5.0
ZMB,NC_mstAntiPsychBasic,20.0
ZMB,NC_mstAntiPsychInten,5.0
ZMB,NC_mstMoodStableBasicPsych,20.0
ZMB,NC_mstMoodStableIntensivePsych,5.0
ZMB,NC_mstMoodStableIntensivePsych,5.0
ZMB,NC_mstMoodStableBasicPsych,20.0
ZMB,NC_mstMoodStableIntensivePsych,5.0
ZMB,NC_mstMoodStableIntensivePsych,5.0
ZMB,NC_mstAntiEpiBasic,40.0
ZMB,NC_mstAntiEpiBasic,40.0
ZMB,NC_mstAntiEpiBasic,40.0
ZMB,NC_mstAntiEpiBasic,40.0
ZMB,NC_mstAlcAssess,5.0
ZMB,NC_mstAlcWithdrawl,5.0
ZMB,NC_mstAlcRelapsePrevnt,5.0
ZMB,NC_mstAlcAssess,5.0
ZMB,NC_mstAlcWithdrawl,5.0
ZMB,NC_mstAlcRelapsePrevnt,5.0
ZMB,NC_mstFamPsychoEdu,5.0
ZMB,NC_mstFamPsychoEdu,5.0
ZMB,NC_mstFamPsychoEdu,5.0
ZMB,NC_mstMethylphenidateMed,5.0
ZMB,NC_mstFamPsychoEdu,5.0
ZMB,NC_mstMethylphenidateMed,5.0
ZMB,NC_mstLowDoseOralTheophylline,9.5
ZMB,NC_mstIpratropiumInhaler,3.5
ZMB,NC_mstSmokingCessation,15.0
ZMB,NC_mstSmokingCessation,15.0
ZMB,NC_mstInhaledSalbutamol,11.0
ZMB,NC_mstAntibiotics,5.0
ZMB,NC_mstOralPrednisolone,5.0
ZMB,NC_mstOxygenConcentration24to28,5.0
ZMB,NC_mstOxygenConcentration24to28,5.0
ZMB,NC_mstLowDoseOralTheophylline,9.5
ZMB,NC_mstIpratropiumInhaler,3.5
ZMB,NC_mstSmokingCessation,15.0
ZMB,NC_mstSmokingCessation,15.0
ZMB,NC_mstInhaledSalbutamol,11.0
ZMB,NC_mstAntibiotics,5.0
ZMB,NC_mstOralPrednisolone,5.0
ZMB,NC_mstOxygenConcentration24to28,5.0
ZMB,NC_mstOxygenConcentration24to28,5.0
ZMB,NC_mstTheopPlusBeclom,36.0
ZMB,NC_mstOralPrednisTheopPlusBeclom,36.0
ZMB,NC_mstInhaleShortactingBeta,95.0
ZMB,NC_mstLowDoseBeclom,36.0
ZMB,NC_mstLowDoseBeclom,36.0
ZMB,NC_mstHighDoseBeclom,95.0
ZMB,NC_mstAsthmaOralPrednisolone,5.0
ZMB,NC_mstTheopPlusBeclom,36.0
ZMB,NC_mstOralPrednisTheopPlusBeclom,36.0
ZMB,NC_mstInhaleShortactingBeta,95.0
ZMB,NC_mstLowDoseBeclom,36.0
ZMB,NC_mstLowDoseBeclom,36.0
ZMB,NC_mstHighDoseBeclom,95.0
ZMB,NC_mstAsthmaOralPrednisolone,5.0
ZMB,NC_mstACEinhibitors,5.0
ZMB,NC_mstACEinhibitors,5.0
ZMB,NC_mstPreventBldPrsr160lt30,5.0
ZMB,NC_mstPreventBldPrsr160lt30,5.0
ZMB,NC_mstPreventBldPrsr140lt30,5.0
ZMB,NC_mstPreventBldPrsr140lt30,5.0
ZMB,NC_mstPreventCholest8lt30,5.0
ZMB,NC_mstPreventCholest8lt30,5.0
ZMB,NC_mstPreventCholest6lt30,5.0
ZMB,NC_mstPreventCholest6lt30,5.0
ZMB,NC_mstPreventTR20,5.0
ZMB,NC_mstPreventTR20,5.0
ZMB,NC_mstPreventBldPrsr160lt20,5.0
ZMB,NC_mstPreventBldPrsr160lt20,5.0
ZMB,NC_mstPreventBldPrsr140lt20,5.0
ZMB,NC_mstPreventBldPrsr140lt20,5.0
ZMB,NC_mstPreventCholest8lt20,5.0
ZMB,NC_mstPreventCholest8lt20,5.0
ZMB,NC_mstPreventCholest6lt20,5.0
ZMB,NC_mstPreventCholest6lt20,5.0
ZMB,NC_mstPreventNonDiabTRlt10,5.0
ZMB,NC_mstPreventNonDiabTRlt10,0.0
ZMB,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
ZMB,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
ZMB,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
ZMB,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
ZMB,NC_mstPreventNonDiabSBPgt130,5.0
ZMB,NC_mstPreventNonDiabSBPgt130,5.0
ZMB,NC_mstPreventDiabSBPgt140,5.0
ZMB,NC_mstPreventDiabSBPgt140,5.0
ZMB,NC_mstPreventNonDiabSBPgt140,5.0
ZMB,NC_mstPreventNonDiabSBPgt140,5.0
ZMB,NC_mstPreventDiabSBPgt130,5.0
ZMB,NC_mstPreventDiabSBPgt130,5.0
ZMB,NC_mstPreventDiabStatinsAgegt40,5.0
ZMB,NC_mstPreventDiabStatinsAgegt40,5.0
ZMB,NC_mstACEinhibitors,5.0
ZMB,NC_mstACEinhibitors,5.0
ZMB,NC_mstPreventBldPrsr160lt30,5.0
ZMB,NC_mstPreventBldPrsr160lt30,5.0
ZMB,NC_mstPreventBldPrsr140lt30,5.0
ZMB,NC_mstPreventBldPrsr140lt30,5.0
ZMB,NC_mstPreventCholest8lt30,5.0
ZMB,NC_mstPreventCholest8lt30,5.0
ZMB,NC_mstPreventCholest6lt30,5.0
ZMB,NC_mstPreventCholest6lt30,5.0
ZMB,NC_mstPreventTR20,5.0
ZMB,NC_mstPreventTR20,5.0
ZMB,NC_mstPreventBldPrsr160lt20,5.0
ZMB,NC_mstPreventBldPrsr160lt20,5.0
ZMB,NC_mstPreventBldPrsr140lt20,5.0
ZMB,NC_mstPreventBldPrsr140lt20,5.0
ZMB,NC_mstPreventCholest8lt20,5.0
ZMB,NC_mstPreventCholest8lt20,5.0
ZMB,NC_mstPreventCholest6lt20,5.0
ZMB,NC_mstPreventCholest6lt20,5.0
ZMB,NC_mstPreventNonDiabTRlt10,5.0
ZMB,NC_mstPreventNonDiabTRlt10,0.0
ZMB,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
ZMB,NC_mstPreventNonDiabTR10to20SBPgt140,5.0
ZMB,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
ZMB,NC_mstPreventNonDiabTR10to20SBPlt140,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPgt130,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
ZMB,NC_mstPreventNonDiabTRgt20SBPlt130,5.0
ZMB,NC_mstPreventNonDiabSBPgt130,5.0
ZMB,NC_mstPreventNonDiabSBPgt130,5.0
ZMB,NC_mstPreventDiabSBPgt140,5.0
ZMB,NC_mstPreventDiabSBPgt140,5.0
ZMB,NC_mstPreventNonDiabSBPgt140,5.0
ZMB,NC_mstPreventNonDiabSBPgt140,5.0
ZMB,NC_mstPreventDiabSBPgt130,5.0
ZMB,NC_mstPreventDiabSBPgt130,5.0
ZMB,NC_mstPreventDiabStatinsAgegt40,5.0
ZMB,NC_mstPreventDiabStatinsAgegt40,5.0
CAN,NC_mstARF_PrimaryPrevention,10.0
CAN,NC_mstARF_SecondaryPrevention,10.0
CAN,NC_mstARF_SecondaryPrevention,10.0
CAN,NC_mstRHD_ValveSurgery,10.0
CAN,NC_mstARF_PrimaryPrevention,12.0
CAN,NC_mstARF_SecondaryPrevention,12.0
CAN,NC_mstARF_SecondaryPrevention,12.0
CAN,NC_mstRHD_ValveSurgery,10.0
CAN,NC_mstTreatPostAcuteIHDComb,5.0
CAN,NC_mstTreatPostAcuteStrokeComb,5.0
CAN,NC_mstEliminateTransFats,5.0
CAN,NC_mstEliminateTransFats,5.0
CAN,NC_mstAspirin,5.0
CAN,NC_mstAspirin,5.0
CAN,NC_mstAspirinAspirinAndTrombolysis,5.0
CAN,NC_mstAspirinAspirinAndTrombolysis,5.0
CAN,NC_mstAspirinAndClopidro,5.0
CAN,NC_mstAspirinAndClopidro,5.0
CAN,NC_mstPCIAndAspirinAndClopidro,5.0
CAN,NC_mstPCIAndAspirinAndClopidro,5.0
CAN,NC_mstTreatMechanicalTrombStroke,5.0
CAN,NC_mstTreatMechanicalTrombStroke,5.0
CAN,NC_mstTreatIntravTrombStroke,5.0
CAN,NC_mstTreatIntravTrombStroke,5.0
CAN,NC_mstTreatStrokeAcuteAspirin,5.0
CAN,NC_mstMaxInterv,5.0
CAN,NC_mstTreatPostAcuteIHDComb,5.0
CAN,NC_mstTreatPostAcuteStrokeComb,5.0
CAN,NC_mstEliminateTransFats,5.0
CAN,NC_mstEliminateTransFats,5.0
CAN,NC_mstAspirin,5.0
CAN,NC_mstAspirin,5.0
CAN,NC_mstAspirinAspirinAndTrombolysis,5.0
CAN,NC_mstAspirinAspirinAndTrombolysis,5.0
CAN,NC_mstAspirinAndClopidro,5.0
CAN,NC_mstAspirinAndClopidro,5.0
CAN,NC_mstPCIAndAspirinAndClopidro,5.0
CAN,NC_mstPCIAndAspirinAndClopidro,5.0
CAN,NC_mstTreatMechanicalTrombStroke,5.0
CAN,NC_mstTreatMechanicalTrombStroke,5.0
CAN,NC_mstTreatIntravTrombStroke,5.0
CAN,NC_mstTreatIntravTrombStroke,5.0
CAN,NC_mstTreatStrokeAcuteAspirin,5.0
CAN,NC_mstMaxInterv,5.0
CAN,NC_mstStdGlycControl,20.0
CAN,NC_mstStdGlycControl,20.0
CAN,NC_mstStdGlycControl,20.0
CAN,NC_mstIntsvGlycControl,5.0
CAN,NC_mstIntsvGlycControl,5.0
CAN,NC_mstIntsvGlycControl,20.0
CAN,NC_mstRetinopathyScrn,10.0
CAN,NC_mstNeuropathyScr,10.0
CAN,NC_mstNephropathyScr,10.0
CAN,NC_mstStdGlycControl,20.0
CAN,NC_mstStdGlycControl,20.0
CAN,NC_mstStdGlycControl,20.0
CAN,NC_mstIntsvGlycControl,5.0
CAN,NC_mstIntsvGlycControl,5.0
CAN,NC_mstIntsvGlycControl,20.0
CAN,NC_mstRetinopathyScrn,10.0
CAN,NC_mstNeuropathyScr,10.0
CAN,NC_mstNephropathyScr,10.0
CAN,NC_mstAntiDeprIntensPsychNEW,5.0
CAN,NC_mstAntiDeprIntensPsychNEW,5.0
CAN,NC_mstAntiDeprIntensPsychNEW,5.0
CAN,NC_mstAntiDeprIntensPsychREC,1.0
CAN,NC_mstAntiDeprIntensPsychREC,1.0
CAN,NC_mstAntiDeprIntensPsychREC,1.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiDeprIntensPsychNEW,5.0
CAN,NC_mstAntiDeprIntensPsychNEW,5.0
CAN,NC_mstAntiDeprIntensPsychNEW,5.0
CAN,NC_mstAntiDeprIntensPsychREC,1.0
CAN,NC_mstAntiDeprIntensPsychREC,1.0
CAN,NC_mstAntiDeprIntensPsychREC,1.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstPerinatalPsySoc,10.0
CAN,NC_mstPerinatalPsySoc,10.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychMild,5.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepBasicPsychModerate,10.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiDepInten,5.0
CAN,NC_mstAntiPsychBasic,20.0
CAN,NC_mstAntiPsychInten,5.0
CAN,NC_mstAntiPsychBasic,20.0
CAN,NC_mstAntiPsychInten,5.0
CAN,NC_mstMoodStableBasicPsych,20.0
CAN,NC_mstMoodStableIntensivePsych,5.0
CAN,NC_mstMoodStableBasicPsych,20.0
CAN,NC_mstMoodStableIntensivePsych,5.0
CAN,NC_mstAntiEpiBasic,40.0
CAN,NC_mstAntiEpiBasic,40.0
CAN,NC_mstAntiEpiBasic,40.0
CAN,NC_mstAntiEpiBasic,40.0
CAN,NC_mstAlcAssess,5.0
CAN,NC_mstAlcWithdrawl,5.0
CAN,NC_mstAlcRelapsePrevnt,5.0
CAN,NC_mstAlcAssess,5.0
CAN,NC_mstAlcWithdrawl,5.0
CAN,NC_mstAlcRelapsePrevnt,5.0
CAN,NC_mstFamPsychoEdu,5.0
CAN,NC_mstFamPsychoEdu,5.0
CAN,NC_mstFamPsychoEdu,5.0
CAN,NC_mstMethylphenidateMed,5.0
CAN,NC_mstFamPsychoEdu,5.0
CAN,NC_mstMethylphenidateMed,5.0
CAN,NC_mstLowDoseOralTheophylline,72.0
CAN,NC_mstIpratropiumInhaler,72.0
CAN,NC_mstSmokingCessation,72.0
CAN,NC_mstSmokingCessation,72.0
CAN,NC_mstInhaledSalbutamol,72.0
CAN,NC_mstAntibiotics,5.0
CAN,NC_mstOralPrednisolone,72.0
CAN,NC_mstOxygenConcentration24to28,72.0
CAN,NC_mstOxygenConcentration24to28,72.0
CAN,NC_mstLowDoseOralTheophylline,72.0
CAN,NC_mstIpratropiumInhaler,72.0
CAN,NC_mstSmokingCessation,72.0
CAN,NC_mstSmokingCessation,72.0
CAN,NC_mstInhaledSalbutamol,72.0
CAN,NC_mstAntibiotics,5.0
CAN,NC_mstOralPrednisolone,72.0
CAN,NC_mstOxygenConcentration24to28,72.0
CAN,NC_mstOxygenConcentration24to28,72.0
CAN,NC_mstTheopPlusBeclom,95.0
CAN,NC_mstOralPrednisTheopPlusBeclom,95.0
CAN,NC_mstInhaleShortactingBeta,95.0
CAN,NC_mstLowDoseBeclom,36.0
CAN,NC_mstLowDoseBeclom,36.0
CAN,NC_mstHighDoseBeclom,95.0
CAN,NC_mstAsthmaOralPrednisolone,5.0
CAN,NC_mstTheopPlusBeclom,95.0
CAN,NC_mstOralPrednisTheopPlusBeclom,95.0
CAN,NC_mstOralPrednisolone,5.0
CAN,NC_mstInhaleShortactingBeta,95.0
CAN,NC_mstLowDoseBeclom,36.0
CAN,NC_mstLowDoseBeclom,36.0
CAN,NC_mstHighDoseBeclom,95.0
CAN,NC_mstAsthmaOralPrednisolone,5.0
CAN,NC_mstACEinhibitors,5.0
CAN,NC_mstACEinhibitors,5.0
CAN,NC_mstPreventBldPrsr160lt30,5.0
CAN,NC_mstPreventBldPrsr160lt30,5.0
CAN,NC_mstPreventBldPrsr140lt30,5.0
CAN,NC_mstPreventBldPrsr140lt30,5.0
CAN,NC_mstPreventCholest8lt30,5.0
CAN,NC_mstPreventCholest8lt30,5.0
CAN,NC_mstPreventCholest6lt30,5.0
CAN,NC_mstPreventCholest6lt30,5.0
CAN,NC_mstPreventTR20,5.0
CAN,NC_mstPreventTR20,5.0
CAN,NC_mstPreventBldPrsr160lt20,5.0
CAN,NC_mstPreventBldPrsr160lt20,5.0
CAN,NC_mstPreventBldPrsr140lt20,5.0
